Model,Brand,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price
MacBook Air,Apple,Intel Core i5 1.6GHz,8GB,256GB Flash Storage,"13.3""",Mac OS,Intel HD Graphics 6000,1.35,3,#REF!
IdeaPad 120S-14IAP,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.44,2,#REF!
Aspire 3,Acer,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 620,2.1,1,#REF!
Inspiron 5770,Dell,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,1,#REF!
250 G6,HP,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,1.86,1,#REF!
ProBook 450,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 930MX ,2.1,2,#REF!
X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Asus,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Linux,Intel HD Graphics 620,2,3,#REF!
Inspiron 7577,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,3,#REF!
X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Asus,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Linux,Nvidia GeForce 940MX,2.3,3,#REF!
Aspire A515-51G,Acer,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,2.2,3,#REF!
Inspiron 7773,Dell,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 150MX,2.77,2,#REF!
MacBook Pro,Apple,Intel Core i5 2.0GHz,8GB,256GB SSD,"13.3""",macOS,Intel Iris Graphics 540,1.37,3,#REF!
IdeaPad 320-15ISK,Lenovo,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",No OS,Intel HD Graphics 520,2.2,1,#REF!
Rog Strix,Asus,AMD Ryzen 1700 3GHz,8GB,256GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon RX 580,3.2,2,#REF!
Inspiron 3567,Dell,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5 M430,2.3,2,#REF!
X751NV-TY001T (N4200/4GB/1TB/GeForce,Asus,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 920MX,2.8,2,#REF!
Yoga Book,Lenovo,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,"10.1""",Android,Intel HD Graphics 400,0.69,2,#REF!
Aspire A515-51G,Acer,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce MX150,2.2,2,#REF!
255 G6,HP,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R4 Graphics,1.86,2,#REF!
ProBook 430,HP,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,#REF!
Aspire 3,Acer,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.4,2,#REF!
Inspiron 3576,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,2.13,2,#REF!
15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),HP,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,1.91,2,#REF!
VivoBook Max,Asus,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,2,2,#REF!
GS73VR 7RG,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.43,3,#REF!
X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Asus,Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",Linux,Intel HD Graphics 520,2,2,#REF!
Inspiron 5770,Dell,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,#REF!
Vostro 5471,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.7,2,#REF!
IdeaPad 520S-14IKB,Lenovo,Intel Core i3 7130U 2.7GHz,8GB,256GB SSD,"14.0""",No OS,Intel HD Graphics 620,1.7,2,#REF!
UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Asus,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.4,2,#REF!
250 G6,HP,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.86,2,#REF!
ZenBook Pro,Asus,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,1.8,2,#REF!
250 G6,HP,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon 520,1.86,3,#REF!
Stream 14-AX040wm,HP,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB SSD,"14.0""",Windows,Intel HD Graphics 400,1.44,2,#REF!
V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Lenovo,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,1.9,2,#REF!
FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Asus,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,"17.3""",Linux,Nvidia GeForce GTX 1050 Ti,3,2,#REF!
Surface Laptop,Microsoft,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,"13.5""",Windows,Intel HD Graphics 620,1.25,2,#REF!
Inspiron 5370,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,AMD Radeon 530,1.4,2,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,2,#REF!
GL72M 7RDX,MSI,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,2.7,2,#REF!
Aspire E5-475,Acer,Intel Core i3 6006U 2GHz,8GB,1TB HDD,"14.0""",Windows,Intel HD Graphics 520,2.1,3,#REF!
FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Asus,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.2,2,#REF!
IdeaPad 320-15IKBN,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,"15.6""",No OS,Intel HD Graphics 620,2.2,2,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Intel UHD Graphics 620,2.02,2,#REF!
Aspire A515-51G-32MX,Acer,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,#REF!
ProBook 470,HP,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,#REF!
Latitude 5590,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.88,2,#REF!
"MacBook 12""",Apple,Intel Core i5 1.3GHz,8GB,512GB SSD,"12.0""",macOS,Intel HD Graphics 615,0.92,2,#REF!
ProBook 440,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.63,2,#REF!
IdeaPad 320-15AST,Lenovo,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,"15.6""",Windows,AMD R4 Graphics,2.2,2,#REF!
Aspire 3,Acer,AMD A9-Series 9420 3GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5,2.1,2,#REF!
Inspiron 7577,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.65,3,#REF!
Pavilion 15-CK000nv,HP,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 940MX,1.83,2,#REF!
250 G6,HP,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.96,2,#REF!
FX503VM-E4007T (i7-7700HQ/16GB/1TB,Asus,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.2,2,#REF!
XPS 13,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,#REF!
FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Asus,AMD FX 9830P 3GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon RX 560,2.45,2,#REF!
Aspire 5,Acer,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,2.2,2,#REF!
Probook 430,HP,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,#REF!
Inspiron 7577,Dell,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,2,#REF!
Zenbook UX430UA,Asus,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.25,2,#REF!
Spin 5,Acer,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.5,2,#REF!
Inspiron 3567,Dell,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Linux,AMD Radeon R5 M430,2.2,2,#REF!
Inspiron 3567,Dell,Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",Linux,AMD Radeon R5 M430,2.2,2,#REF!
X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Asus,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 920M,2,2,#REF!
Omen 15-ce007nv,HP,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.62,2,#REF!
15-bs017nv (i7-7500U/8GB/256GB/Radeon,HP,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,1.91,2,#REF!
15-bw000nv (E2-9000e/4GB/500GB/Radeon,HP,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R2,2.1,2,#REF!
Inspiron 3576,Dell,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"15.6""",Linux,AMD Radeon 520,2.2,2,#REF!
Envy 13-ad009n,HP,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"13.3""",Windows,Nvidia GeForce MX150,1.38,2,#REF!
Surface Laptop,Microsoft,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.5""",Windows,Intel HD Graphics 620,1.252,2,#REF!
Pavilion 14-BK001nv,HP,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.58,2,#REF!
Ideapad 310-15ISK,Lenovo,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,1.85,2,#REF!
UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Asus,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Nvidia GeForce 940MX,1.3,2,#REF!
GP62M 7REX,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.2,2,#REF!
Thinkpad T470,Lenovo,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.58,1,#REF!
VivoBook S15,Asus,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce MX150,1.5,1,#REF!
XPS 13,Dell,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,"13.3""",Windows,Intel Iris Plus Graphics 640,1.23,1,#REF!
ThinkPad Yoga,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.37,1,#REF!
Probook 440,HP,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,#REF!
XPS 13,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.21,2,#REF!
Spectre x360,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.26,2,#REF!
Probook 440,HP,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,#REF!
Inspiron 7570,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.16,2,#REF!
X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Asus,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 920MX,2,2,#REF!
VivoBook S15,Asus,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Nvidia GeForce 940MX,1.7,2,#REF!
Spin 3,Acer,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.1,2,#REF!
GS63VR 7RG,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1070,1.8,2,#REF!
IdeaPad 320-15IKBN,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce 940MX,2.2,3,#REF!
Probook 470,HP,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"17.3""",Windows,Nvidia GeForce 930MX ,2.5,2,#REF!
Aspire 3,Acer,AMD A9-Series 9420 3GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5,2.1,2,#REF!
250 G6,HP,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,"15.6""",No OS,Intel HD Graphics 400,1.86,2,#REF!
Probook 440,HP,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,#REF!
E402WA-GA007T (E2-6110/4GB/64GB/W10,Asus,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,"14.0""",Windows,AMD Radeon R2,1.65,2,#REF!
Inspiron 5770,Dell,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,#REF!
ProBook 470,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Intel UHD Graphics 620,2.5,0,#REF!
Inspiron 5567,Dell,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,"15.6""",Windows,AMD Radeon R7 M445,2.36,2,#REF!
Inspiron 3567,Dell,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M430,2.2,3,#REF!
Swift 3,Acer,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.6,1,#REF!
Aspire A515-51G-37JS,Acer,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,"15.6""",Windows,Nvidia GeForce MX130,2.2,2,#REF!
15-BS078nr (i7-7500U/8GB/1TB/W10),HP,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.05,3,#REF!
Probook 440,HP,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.63,2,#REF!
V110-15IAP (N3350/4GB/1TB/No,Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",No OS,Intel HD Graphics 500,1.9,3,#REF!
FX753VD-GC086T (i5-7300HQ/8GB/1TB,Asus,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3,2,#REF!
IdeaPad 320-15IKBN,Lenovo,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,"15.6""",No OS,Nvidia GeForce 920MX,2.2,2,#REF!
Envy 13-AD007nv,HP,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.32,2,#REF!
Aspire 5,Acer,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,"17.3""",Windows,Nvidia GeForce MX130,3,2,#REF!
ThinkPad E480,Lenovo,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,AMD Radeon RX 550,1.75,2,#REF!
Legion Y520-15IKBN,Lenovo,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce GTX 1050M,2.4,2,#REF!
Satellite Pro,Toshiba,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,#REF!
255 G6,HP,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R4 Graphics,1.86,1,#REF!
ZenBook UX430UA,Asus,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.25,1,#REF!
EliteBook Folio,HP,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,"12.5""",Windows,Intel HD Graphics 515,0.97,1,#REF!
X541NA (N3350/4GB/1TB/FHD/W10),Asus,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2,3,#REF!
GE72MVR 7RG,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1070,2.9,2,#REF!
Aspire A315-51,Acer,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,#REF!
Inspiron 5577,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.56,1,#REF!
Inspiron 7567,Dell,Intel Core i7 7700HQ 2.8GHz,8GB,1TB Hybrid,"15.6""",Windows,Nvidia GeForce GTX 1050,2.62,1,#REF!
V110-15IKB (i5-7200U/4GB/128GB/W10),Lenovo,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.9,2,#REF!
GE73VR 7RE,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1060,2.8,3,#REF!
EliteBook 840,HP,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.48,3,#REF!
15-BS103nv (i5-8250U/6GB/256GB/Radeon,HP,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,1.91,3,#REF!
Yoga 520-14IKB,Lenovo,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,"14.0""",Windows,Intel HD Graphics 620,1.74,3,#REF!
ZenBook Flip,Asus,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 620,1.1,2,#REF!
Inspiron 5579,Dell,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.56,3,#REF!
Satellite Pro,Toshiba,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 520,2.1,1,#REF!
X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Asus,AMD A9-Series 9420 3GHz,4GB,1TB HDD,"15.6""",Windows,AMD Radeon R5 M420,2.03,2,#REF!
Aspire A517-51G,Acer,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,"17.3""",Windows,Nvidia GeForce MX150,3,2,#REF!
Inspiron 3576,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 520,2.13,2,#REF!
Legion Y520-15IKBN,Lenovo,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050 Ti,2.5,2,#REF!
Aspire A315-31,Acer,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 500,2.1,2,#REF!
GE63VR 7RE,MSI,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.4,2,#REF!
Aspire 3,Acer,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 505,2.1,2,#REF!
Inspiron 5577,Dell,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.56,2,#REF!
Aspire A517-51G,Acer,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce MX150,3,2,#REF!
ProBook 430,HP,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,#REF!
MateBook X,Huawei,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.0""",Windows,Intel HD Graphics 620,1.05,2,#REF!
17-bs001nv (i5-7200U/6GB/2TB/Radeon,HP,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,"17.3""",Windows,AMD Radeon 520,2.71,3,#REF!
IdeaPad 320-15AST,Lenovo,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,"15.6""",No OS,AMD Radeon R4 Graphics,2.2,2,#REF!
Satellite Pro,Toshiba,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,"15.6""",Windows,Intel HD Graphics 620,2,2,#REF!
ProBook 470,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,#REF!
Inspiron 3567,Dell,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 620,2.3,2,#REF!
Aspire A315-51,Acer,Intel Core i3 6006U 2GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.1,2,#REF!
GT80S 6QF-074US,MSI,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,"18.4""",Windows,Nvidia GTX 980 SLI,4.4,2,#REF!
V310-15IKB (i5-7200U/8GB/1TB,Lenovo,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,AMD R17M-M1-70,1.9,2,#REF!
Spectre x360,HP,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.29,3,#REF!
Inspiron 5570,Dell,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,"15.6""",Linux,AMD Radeon 530,2.02,2,#REF!
XPS 13,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.23,2,#REF!
Yoga 920-13IKB,Lenovo,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.9""",Windows,Intel UHD Graphics 620,1.4,2,#REF!
Satellite Pro,Toshiba,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 620,2,2,#REF!
Mi Notebook,Xiaomi,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce MX150,1.95,2,#REF!
Inspiron 7773,Dell,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"17.3""",Windows,Nvidia GeForce 150MX,2.77,2,#REF!
XPS 15,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.06,2,#REF!
Legion Y520-15IKBN,Lenovo,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Nvidia GeForce GTX 1050,2.4,3,#REF!
Swift 7,Acer,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,"13.3""",Windows,Intel HD Graphics 615,1.12,2,#REF!
Inspiron 5770,Dell,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,"17.3""",Windows,AMD Radeon 530,2.8,2,#REF!
Thinkpad Yoga,Lenovo,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,"14.0""",Windows,Intel HD Graphics 620,1.42,2,#REF!
K147 (N3350/4GB/32GB/FHD/W10),Vero,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,"14.0""",Windows,Intel HD Graphics 500,1.3,2,#REF!
Mi Notebook,Xiaomi,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"13.3""",No OS,Nvidia GeForce MX150,1.3,2,#REF!
IdeaPad 320-17IKBR,Lenovo,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"17.3""",No OS,Nvidia GeForce MX150,2.8,2,#REF!
Inspiron 5379,Dell,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,"13.3""",Windows,Intel UHD Graphics 620,1.62,2,#REF!
ProBook 470,HP,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,#REF!
Blade Pro,Razer,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,"17.3""",Windows,Nvidia GeForce GTX 1080,3.49,2,#REF!
ProBook 430,HP,Intel Core i5 8250U 1.6GHz,8GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.49,2,#REF!
Omen 17-W295,HP,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,"17.3""",Windows,Nvidia GeForce GTX 1050,3.35,3,#REF!
Probook 470,HP,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"17.3""",Windows,Nvidia GeForce 930MX ,2.5,2,#REF!
Inspiron 7577,Dell,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,2.65,2,#REF!
V110-15ISK (i5-6200U/4GB/128GB/W10),Lenovo,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,"15.6""",Windows,Intel HD Graphics 520,2.1,2,#REF!
Aspire E5-576G,Acer,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,"15.6""",Windows,Nvidia GeForce 940MX,2.23,2,#REF!
Legion Y720-15IKB,Lenovo,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1060,3.2,2,#REF!
